programme,acronym,project_title,abstract,researcher,host_institution,country,region,project_number,call,instrument,research_domain,panel,call_year,start_date,end_date,amount_granted,cordis_link,snsf_institution
Horizon 2020,STAREX,STARs at the EXtreme,"The first stars in the Universe are extreme objects. Extreme in their composition: they are made of material having been processed only by the Big Bang nucleosynthesis, and having a content in dark matter likely very different from the one of the present-day stars. Extreme in their properties: one of the most important properties is their mass that might reach values as high as even 100 000 solar masses (supermassive black-hole seeds). Their properties may differ from the today massive star populations also by their likely fast axial spins, the processes of mass loss, their magnetic fields, multiplicity. Extreme in their physics: born in over densities made mainly by dark matter, the physics of candidate dark matter particles may have a significant effect on their evolution and produce what has been called dark or frozen stars, i.e. stars sustained by dark-matter particle annihilation. The aim of STAREX is to determine which observable features can be used to constrain the composition (baryonic and dark matter), the properties (masses, rotation, magnetic field, multiplicity) and the physics of the first stars in the Universe. These observables will be collected by present-day and future facilities as, for instance, the JWST, ELT, adLigo, VIRGO, LISA and are linked to ionising fluxes, nucleosynthesis, radiation of both stellar populations and transient events, and gravitational waves. STAREX will explore new physical processes, build and use new numerical tools, provide observables that will account together for a sophisticated description of the physics of individual stars, single or in binary systems, and for the dynamics of the stars in the first stellar clusters. STAREX is at the crossroad of topics such as stellar physics, nucleosynthesis, hydrodynamics, evolution of galaxies, and will potentially engender ground-braking consequences for observational cosmology, astrophysics and even fundamental physics (fluid dynamics, dark matter properties).",Georges Emile Meynet,University of Geneva,Switzerland,-,833925,ERC-2018-ADG,Advanced Grants,Physical sciences & engineering (PE),PE9 - Universe Sciences,2018,43831,45657,2500000,https://cordis.europa.eu/project/id/833925,University of Geneva
Horizon 2020,TRIPLE,Three Indirect Probes of Lyman continuum LEakage from galaxies,"Cosmic reionization corresponds to the period in the history of the Universe during which the predominantly neutral intergalactic medium was ionised by the emergence of the first luminous sources.  Young stars in primeval galaxies may be the sources of reionization, if the ionising radiation, called Lyman continuum (LyC), that they produce can escape their interstellar medium: the escape fraction of LyC photons from galaxies is one of the main unknowns of reionization studies. This ERC project will contribute to answer this question, by computing from simulated galaxies three indirect diagnostics of LyC leakage that were recently reported in the literature, and comparing the virtual observables with the direct escape of LyC photons from simulated galaxies, and with observations. The first diagnostic for LyC leakage relates the escape of the strongly resonant Lyman-alpha radiation from galaxies to the LyC escape. It was proposed by the PI (Verhamme et al. 2015), and recently validated by observations (Verhamme et al. 2016). The second diagnostic proposes that the strength of Oxygen lines ratios can trace density-bounded interstellar regions. It was the selection criterion for the successful detection of 5 strong Lyman Continuum Emitters from our team (Izotov 2016a,b). The third diagnostic relates the metallic absorption line strengths to the porosity of the absorbing interstellar gas in front of the stars. The increasing opacity of the intergalactic medium with redshift renders direct LyC detections impossible during reionisation. Indirect methods are the only probes of LyC leakage in the distant Universe, and the proposed diagnostics will soon become observables at the redshifts of interest with JWST. They have passed the validation tests, it is now urgent to calibrate these indicators on state-of-the art simulations of galaxy formation. This is the main objective of the proposed project.",Anne Verhamme,University of Geneva,Switzerland,-,757258,ERC-2017-STG,Starting Grants,Physical sciences & engineering (PE),PE9 - Universe Sciences,2017,43160,44985,1500000,https://cordis.europa.eu/project/id/757258,University of Geneva
Horizon 2020,EXOKLEIN,The Climates and Habitability of Small Exoplanets Around Red Stars,"The detection of life beyond our Solar System is possible only via the remote sensing of the atmospheres of exoplanets.  The recent discovery that small exoplanets are common around cool, red stars offers an exciting opportunity to study the atmospheres of Earth-like worlds.  Motivated by this revelation, the EXOKLEIN project proposes to construct a holistic climate framework to understand astronomical observations in the context of the atmosphere, geochemistry and biosignatures of the exoplanet.  The proposed research is divided into three major themes.  Research Theme 1 aims to construct a virtual laboratory of an atmosphere that considers atmospheric dynamics, chemistry and radiation, as well as how they interact.  This virtual laboratory enables us to understand the physical and chemical mechanisms involved, as well as predict the observed properties of an exoplanet.  Research Theme 2 aims to generalize the carbonate-silicate cycle (also known as the long-term carbon cycle) by considering variations in rock composition, water acidity and atmospheric conditions.  The carbonate-silicate cycle is important because it regulates the long-term presence of carbon dioxide (a vital greenhouse gas) in atmospheres.  We also aim to investigate the role of the cycle in determining the fates of ocean-dominated exoplanets called “water worlds”.  Research Theme 3 aims to investigate the long-term stability of biosignature gases in the context of the climate.  Whether a gas uniquely indicates the presence of biology on an exoplanet depends on the atmospheric properties and ultraviolet radiation environment.  We investigate three prime candidates for biosignature gases: methyl chloride, dimethylsulfide and ammonia.  Overall, the EXOKLEIN project will significantly advance our understanding of whether the environments of rocky exoplanets around red stars are stable and conducive for life, and whether the tell-tale signatures of life may be detected by astronomers.",Kevin Heng,University of Bern,Switzerland,-,771620,ERC-2017-COG,Consolidator Grants,Physical sciences & engineering (PE),PE9 - Universe Sciences,2017,43132,44957,1984729,https://cordis.europa.eu/project/id/771620,University of Berne
Horizon 2020,COSMICLENS,Cosmology with Strong Gravitational Lensing,"Measuring cosmological distances has revolutionized our understanding of the Universe, and is still doing so! Early work in the 1920s led to the discovery of the expansion of the Universe. More precise distance measurements in the 90s with type-Ia supernovae revealed that this expansion is accelerating, with crucial consequences in cosmology and physics. Is the acceleration due to some repulsive form of dark energy? To Einstein's cosmological constant? Do we need to consider new physics? Answering these fundamental questions requires a precise measurement of the Hubble parameter, H0, which is my goal using the time delay (TD) method in strongly lensed quasars.The TD method exploits well-known physics on galaxy-scales. It is one of the very few techniques that can yield H0 to <2% using a single methodology. It involves no calibration, and is truly independent of any other cosmological probe. Capitalizing on the successful pathfinders COSMOGRAIL (PI: Courbin) and H0LiCOW (PI: Suyu, CoI: Courbin) time has come to fully exploit TDs with an observational, modeling and technical boost, organized in 2 phases. Phase I will secure H0 to 2% using the current chain of analysis, with feasible enhancements beyond the current state-of the-art. This will confirm or refute the tension seen between H0 values with different cosmological probes. Phase II targets 1% precision, improving the FoM of Stage-IV cosmological surveys by 40%. The 4 proposed Work Packages can transform the field within the next 5 years by 1- implementing the first high-cadence photometric monitoring of lensed quasars to measure 50 new TDs, 2- providing new flexible non-parameteric lens models based on sparse regularization of the reconstructed source and lens mass/light distributions, 3- providing a modular end-to-end simulation framework to mock lensed systems from hydro-simulations and to evaluate in detail the impact model degeneracies on H0, 4- discovering new suitable lensed quasars in current surveys.",Frederic Yves Michel Courbin,Swiss Federal Institute of Technology Lausanne (EPFL),Switzerland,-,787886,ERC-2017-ADG,Advanced Grants,Physical sciences & engineering (PE),PE9 - Universe Sciences,2017,43374,45199,3129689,https://cordis.europa.eu/project/id/787886,EPF Lausanne
Horizon 2020,AGRIMKT,Improving Market Access for Farmers: Evidence from East Africa,"Agriculture employs the majority of the labor force in many developing countries, particularly in Sub-Saharan Africa. Increasing efficiency of agricultural production is a crucial step to foster economic development. Limited access to both input and output markets is widely considered a major obstacle to technology adoption and, in turn, to agricultural productivity. 

In this proposal, I outline a research program that focuses on improving farmers’ market access in East Africa. The research builds on the expertise I have developed on these topics over the last ten years.

The research program consists of three related projects. In Project A, we will use a randomized experiment to evaluate the impact of a holistic approach to improve market access: contract farming. The prevalence of contract farming arrangements in the developing world is growing. However, so far, there is no experimental evidence on their impact. We have established a partnership with a large contract farming company in Kenya, which has agreed to randomize the order in which it will expand to new villages.

In Project B, we will study how to increase demand for crop insurance among smallholders. Building on previous successful experimental work, we will test i) whether offering pay-at-harvest insurance, as opposed to upfront premium pay, raises take-up, ii) which behavioral mechanisms may drive such response, and iii) whether pay-at-harvest can foster sustained insurance demand over multiple crop seasons. 

In Project C, we will combine parcel-level proprietary data for three decades that we obtained from a large agribusiness company with land registry data to study the determinants and impact of land market access for smallholders.

The research program will generate new insights on how to improve access to key markets for agricultural producers. We expect the findings of the study will generate high interest among academics, development practitioners, and policymakers.

",Lorenzo Casaburi,University of Zurich,Switzerland,-,851961,ERC-2019-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2019,44197,46265,1499913,https://cordis.europa.eu/project/id/851961,University of Zurich
Horizon 2020,Simplicity,Simplicity and Market Design,"Why are actual contracts and market mechanisms often simpler than our theoretical predictions? This is a central puzzle in microeconomics and, in many environments, it constrains our ability to rely on economic models. It raises further fundamental questions: What does it mean that a contract or a mechanism is simple? How to compare the simplicity of various contracts, mechanisms, and games? The proposed research program aims to address these questions and provide a new behaviorally- grounded foundation for market design, contract theory, and the analysis of simplicity. The program has three complementary parts: (i) to address the simplicity puzzle by developing a novel approach to contracting and mechanism design that takes into account perception errors; (ii) to operationalize what simplicity means and how various mechanisms, contracts, and games can be compared in terms of their simplicity; and (iii) to explore the trade-offs between simplicity and welfare-and-revenue criteria and to develop new practical market mechanisms for markets such as school choice, the assignment of medical transplants, and the auctions of commodities and government securities.",Marek Pycia,University of Zurich,Switzerland,-,866376,ERC-2019-COG,Consolidator Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2019,44743,46568,1727380,https://cordis.europa.eu/project/id/866376,University of Zurich
Horizon 2020,AUTOMATION,AUTOMATION AND INCOME DISTRIBUTION: A QUANTITATIVE ASSESSMENT,"Since the invention of the spinning frame, automation has been one of the drivers of economic growth. Yet, workers, economist or the general public have been concerned that automation may destroy jobs or create inequality. This concern is particularly prevalent today with the sustained rise in economic inequality and fast technological progress in IT, robotics or self-driving cars. The empirical literature has showed the impact of automation on income distribution. Yet, the level of wages itself should also affect the incentives to undertake automation innovations. Understanding this feedback is key to assess the long-term effect of policies. My project aims to provide the first quantitative account of the two-way relationship between automation and the income distribution.It is articulated around three parts. First, I will use patent data to study empirically the causal effect of wages on automation innovations. To do so, I will build firm-level variation in the wages of the customers of innovating firms by exploiting variations in firms’ exposure to international markets. Second, I will study empirically the causal effect of automation innovations on wages. There, I will focus on local labour market and use the patent data to build exogenous variations in local knowledge. Third, I will calibrate an endogenous growth model with firm dynamics and automation using Danish firm-level data. The model will replicate stylized facts on the labour share distribution across firms. It will be used to compute the contribution of automation to economic growth or the decline of the labour share. Moreover, as a whole, the project will use two different methods (regression analysis and calibrated model) and two different types of data, to answer questions of crucial policy importance such as: Taking into account the response of automation, what are the long-term effects on wages of an increase in the minimum wage, a reduction in labour costs, or a robot tax?",David Hémous,University of Zurich,Switzerland,-,805007,ERC-2018-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2018,43405,45777,1295890,https://cordis.europa.eu/project/id/805007,University of Zurich
Horizon 2020,CONTROL,Behavioral Foundations of Power and Control,"Power relations are an integral part of economic organizations, as well as political and social institutions. People exercise power over others – or are exposed to the power of others – in government, in firms, and even in families. People care deeply about power and autonomy, and attitudes towards them have important economic and societal consequences. Examples include such diverse matters as the willingness to delegate power to government, empire building in public organizations, or sorting into more or less autonomous jobs. Despite their importance, we have remarkably little knowledge about preferences for power and autonomy. Clearly, power and autonomy are valued for being instrumental in achieving desirable outcomes, but it has also long been argued that they are valuable for their own sake. Existing value measures of power and autonomy, however, fail to distinguish between intrinsic and instrumental value components. Power distance and autonomy are even considered to be cultural values, but we don’t know whether differences in such measures are rooted in differences in the instrumental value or differences in preferences. We propose a novel revealed preference approach that allows us to address this shortcoming by separately measuring the intrinsic value of power and the intrinsic value of autonomy. We can then apply this method to properly assess heterogeneity in such values within and across cultures. By combining our measures with other data, we will be able to study the importance of such preferences in explaining individual differences, such as occupational choices or expressed political views, as well as economic outcomes across countries, such as the level of decentralization in economic organizations. Finally, we will study how behavioral reactions to power interact with such preferences and organizational structure, in order to better understand how institutions can be efficiently designed when behavioral reactions to power are accounted for.",Holger Herz,University of Fribourg,Switzerland,-,803332,ERC-2018-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2018,43525,45535,1492785,https://cordis.europa.eu/project/id/803332,University of Fribourg
Horizon 2020,VALURED,Value Judgments and Redistribution Policies,"Heterogeneity and diversity are a pervasive aspect of modern societies. Differences in individuals’ preferences, needs, skills, and information are key to explain variation in individuals’ behavior and to anticipate individuals’ responses to policy changes. There is no consensus, however, about how to take these differences into account when evaluating policies.

Project VALURED will reexamine this ethical challenge by characterizing the mapping between value judgments—i.e. principles of distributive justice—and redistribution policies. This mapping is tremendously important for welfare analysis and policy design. First, it associates the most desirable policy to each set of value judgments, providing an “ethical menu” to policy design. Second, it gives an ethical identity of each policy proposal, that is, it identifies the value judgments a policymaker endorses when proposing a specific policy.

The main objectives of VALURED are to:
1) identify transparent and compelling value judgments that accommodate heterogeneity and diversity;
2) show the implications of these value judgments for the evaluation and design of redistribution policies; 
3) characterize welfare criteria that respect individuals’ preferences and account for individuals’ differences in needs, skills, and information; 
4) provide new insights for the design of income, capital, and inheritance taxation; 
5) develop simple formulas that express optimal policies as a function of observable heterogeneity and ethical parameters.

Project VALURED combines welfare economics with public economics. The first part deals with income taxation and addresses the ethical challenges related to individuals’ heterogeneity in preferences, needs, and skills. The second part focuses on capital taxation and addresses individuals’ differences in risk preferences and information. The third part analyses the design of inheritance taxation and addresses the social concerns for intergenerational and intragenerational equity.",Paolo Giovanni Piacquadio,University of St.Gallen,Switzerland,-,804104,ERC-2018-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2018,43466,45473,1033771,https://cordis.europa.eu/project/id/804104,University of St.Gallen
Horizon 2020,DIA,Deep Integration Agreements,"This project aims to improve our understanding of deep integration agreements, which have generated an extraordinary amount of controversy in recent years. Unlike ordinary trade agreements, deep integration agreements do not just focus on reducing tariff barriers but seek to achieve much broader economic integration. Prominent examples include the Transatlantic Trade and Investment Partnership (TTIP) negotiated between the EU and the US and the Comprehensive Economic and Trade Agreement (CETA) negotiated between the EU and Canada. I proceed in three complementary parts, focusing on the most controversial deep integration issues. In a first part, I consider provisions regarding investor protection including the Investor-State Dispute Settlement System. My ambition is to provide a comprehensive theoretical treatment of international investment agreements, which sheds light on their fundamental purpose and assesses their real-world design. In a second part, I turn to efforts towards regulatory cooperation such as CETA’s Regulatory Cooperation Forum. Here, my goal is again to provide a broad theoretical analysis, which identifies the scope for regulatory cooperation and makes suggestions for their real-world design. In a third part, I study intellectual property rights protection, specifically the agreement on Trade-Related Aspects of Intellectual Property Rights (TRIPS). In particular, I propose to take a canonical model of intellectual property rights agreements to the data and quantitatively assess the efficiency and equity implications of TRIPS.",Ralph Ossa,University of Zurich,Switzerland,-,819394,ERC-2018-COG,Consolidator Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2018,43466,45838,1433280.63,https://cordis.europa.eu/project/id/819394,University of Zurich
Horizon 2020,DEVTAXNET,Tax Evasion in Developing Countries. The Role of Firm Networks,"Tax evasion leads to billions of Euros of losses in government revenue around the world. This does not only affect public budgets, but can also create large distortions between activities that are fully taxed and others that escape taxation through evasion. These issues are particularly severe in developing countries, where evasion is especially high and governments struggle to raise funds for basic services and infrastructure, while at the same time trying to grow independent of international aid.It is widely suspected that some of the most common and difficult to detect forms of evasion involve interactions across firm networks. However, due to severe data limitations, the existing literature has mostly considered taxpayers as isolated units. Empirical evidence on tax compliance in firm networks is extremely sparse.This proposal describes 3 Sub-Projects to fill this gap. They are made possible thanks to access I have obtained -through five years of prior research and policy engagement– to unique datasets from Chile and Ecuador on both the networks of supply chains and of joint ownership structures.The first Sub-Project focuses on international firm networks. It aims to analyze profit shifting of multinational firms to low tax jurisdictions, exploiting a natural experiment in Chile that strongly increased monitoring of international tax norms.The second Sub-Project investigates the analogous issue at the intranational level: profit shifting and tax collusion in networks of firms within the same country. Despite much anecdotal evidence, this behavior has received little rigorous empirical scrutiny.The final Sub-Project is situated at the nexus between international and national firms. It seeks to estimate a novel form of spillovers of FDI: the impact on tax compliance of local trading partners of foreign-owned firms.DEVTAXNET will provide new insights about the role of firm networks for tax evasion that are valuable to academics and policy makers alike.",Dina Deborah Pomeranz,University of Zurich,Switzerland,-,758984,ERC-2017-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2017,43101,44926,1288125,https://cordis.europa.eu/project/id/758984,University of Zurich
Horizon 2020,IneqPol,Inequality - Public Policy and Political Economy,"Over the past decades, many developed countries have seen considerable increases in income and wealth inequality. Political and economic arguments for and against offsetting this rise in inequality have been put forward. This research program aims at informing this debate by developing new models that capture these trends and by analyzing their optimal policy implications, both theoretically and quantitatively. The goal is to bring together approaches from public economics, labor economics, macroeconomics, and political economy to explore whether rising inequality necessitates institutional responses and, if so, which ones. This project will shed light on this question from the following three related angles: (1) The changing nature of labor markets and its implications for inequality and tax policy. This part will focus on technological progress (e.g. the replacement of routine tasks) and shifts in the sectoral composition of the economy (e.g. the rise of finance) and what this means for the taxation of labor incomes, profits, and the desirability of basic income policies. (2) The intergenerational dynamics of inequality and the design of tax and public spending policies to promote economic mobility. We will develop a normative framework for optimal policies that balance both equality of opportunity principles and efficient parental sorting based on preference heterogeneity over public spending (e.g. on schools). (3) Wealth inequality and its implications for the political economy of tax policy. This part will incorporate capital taxation into the analysis and explore how it can help promote political stability, both when equilibrium taxes depend on the distribution of wealth in society and, conversely, when political influence correlates with wealth. This research project aims both to develop new theoretical tools and to implement them empirically, with an emphasis on the implications for the design of real-world tax policies.",Florian Scheuer,University of Zurich,Switzerland,-,757721,ERC-2017-STG,Starting Grants,Social sciences & humanities (SH),"SH1 - Individuals, Markets & Organisations",2017,43132,45138,1008665,https://cordis.europa.eu/project/id/757721,University of Zurich
Horizon 2020,COMPASS,"Is environmental justice necessary for human well-being? Comparative analysis of certification schemes, inclusive business, and solidarity economy strategies","Unprecedented concentration in agri-food value chains is reinforcing global inequality. Waves of land grabbing threaten the livelihoods of millions. Reshaping the effects of agricultural investment, land use, and trade on human well-being is thus an urgent challenge. Certification schemes (CS) such as “Fairtrade” have become a common strategy to meet this challenge. However, accumulating evidence shows that many CS have limited effects on well-being. Inclusive business (IB) and solidarity economy (SE) strategies are emerging alternatives. Inclusiveness and solidarity are widely believed to enhance well-being, but evidence and theories disprove this common belief. Environmental justice may be a necessary condition to understand and reshape the effects of CS, IB, and SE on well-being. However, lack of reliable data and comparative analyses limits understanding of these links. COMPASS will tackle these challenges. This project aims to demonstrate how environmental justice influences the effects of CS, IB, and SE strategies on human well-being. COMPASS is organized in four work packages (WPs) and focuses on the cocoa and coffee sectors of Peru and Switzerland. WP1 surveys organizations (n=120) to compare their instruments used in CS, IB, and SE strategies. WP2 surveys households (n=840) and uses set-theoretic and process-tracing methodology to explain the effects of CS, IB, and SE on well-being. WP3 identifies the rules that organizations (n=18) create to regulate land use, investment and trade, assesses their environmental justice, and explains how they influence well-being. WP4 generates context-sensitive generalizations of these effects, and it tests and advances pertinent theories. COMPASS breaks new ground by systematically comparing CS, IB, and SE strategies and their effects on human well-being. It develops a new strand of environmental justice research on private-sector strategies and it tests the transformative potential of environmental justice.",Christoph Oberlack,University of Bern,Switzerland,-,949852,ERC-2020-STG,Starting Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2020,44256,46081,1499250,https://cordis.europa.eu/project/id/949852,University of Berne
Horizon 2020,GREENFIN,Effective green financial policies for the low-carbon transition,"Mitigating dangerous climate change requires a fundamental transition of global economies. This transition calls for an annual investment of 2–4 trillion USD, which is a multiple of current climate investment. Accordingly, the EU and many countries are enacting green financial policies, intervening in the financial sector to improve financing conditions for low-carbon technologies. Examples include green state investment banks, carbon disclosure requirements, and changes to lending regulations. However, the effect of these financial policies on investments in non-financial sectors such as energy, transport, or building is largely unknown. More specifically, we lack insights on how different low-carbon technologies require different types of finance (such as public vs. private finance, corporate vs. project finance, or equity vs. debt). Hence, it remains unclear how to make best use of such policies to fill the climate finance gap. By bridging disciplines and using novel data, GREENFIN will lead to a breakthrough in our understanding of the effects of financial policies on the low-carbon transition in non-financial sectors, and thereby lay the foundations for a new interdisciplinary field of financial policy analysis. First, combining theory from technology innovation studies and financial economics, I will derive how technology-inherent characteristics predict the demand for different types of finance. Second, using policy analysis tools and novel machine learning-based methods, I will analyze the effects of green financial policies on the supply of various types of finance. Third, combining these insights I will deliver specific recommendations for designing more effective green financial policies in the EU and beyond. By including financial policies in policy mix analyses, GREENFIN will crucially increase the overall analytical power of public policy analysis, which is all the more important given the ever-growing role of the financial sector in modern economies.",Bjarne Steffen,Swiss Federal Institute of Technology Zurich (ETH Zurich),Switzerland,-,948220,ERC-2020-STG,Starting Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2020,44197,46022,1499771,https://cordis.europa.eu/project/id/948220,ETH Zurich
Horizon 2020,SUSTAINFORESTS,"Tropical forest patches under pressure: Dynamics, functions and sustainable management in agricultural landscapes of the West African forest and savannah zones","Tropical forest patches in agricultural landscapes are the survivors of a hard-to-reverse deforestation process. Yet, these patches, which are spread over West Africa, still provide crucial ecological functions, serve as habitats for biodiversity, contribute globally to carbon sinks, and are important for the livelihoods of local populations. Given their persistent degradation, identifying pathways to safeguard or even increase their contribution to ecological function and thus to sustainable development is crucial. While existing theories of agricultural expansion, intensification, and forest transition explain agriculture-induced deforestation well, they do not explain the persistence of forest patches in a context of agricultural expansion. Little or no research has analysed forest patches in the highly fragmented agricultural landscapes of the rainforest and savannah zones of West Africa. This project will analyse the interactive roles of forest patches in the agricultural landscapes of these zones in Togo, Benin, Nigeria, and Cameroon. In addition, it will investigate conditions under which various biophysical, socio-cultural, economic, and institutional factors, including decision-making and land users’ behaviour and interests, interact with and affect forest patches and their sustainable use, management, and governance. Focussing on forest patches in West Africa thus closes theoretical and empirical gaps. The project will apply an iterative landscape- and people-centred approach that integrates data from remote sensing, social surveys, and participatory modelling. It will employ content analysis, multivariate statistics, and spatial analysis methods. Results will clarify the theories underpinning forest patches and open new research avenues in the sustainability sciences. Insights gained from the project will inform and trigger region-wide efforts to preserve forest patches and help initiate transformative actions on sustainable land and forest management.",Chinwe Ijeoma Ifejika Speranza,University of Bern,Switzerland,-,101001200,ERC-2020-COG,Consolidator Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2020,44348,46173,1998512,https://cordis.europa.eu/project/id/101001200,University of Berne
Horizon 2020,TRADE LAW 4.0,Trade Law for the Data-Driven Economy,"Data has been conceptualized as the ‘new oil’ and although this is a flawed statement, it catches well the value attached to data as a driver of economic growth and innovation, and as a force of change in all facets of societal life. Accordingly, data has emerged as an important topic in contemporary law and policy—on the one hand, because it is critical to understand whether and how different societal areas have been affected by digital transformations, including disruptive phenomena like Big Data and Artificial Intelligence (AI), and on the other hand, because governance toolkits, including legal rules, need to adapt to reflect these implications. Despite the urgency attached to both tasks and the intensified mobilization of policy and research efforts to address them, the topic of data-driven transformation has been explored in a fragmented manner. The domain of trade law has been particularly slow to react—neither do we have a full understanding of the impact of digitization on the entire body of global trade rules, nor have we seen legal adaptation. To put it plainly, despite living in times of industries 4.0, we have trade rules grounded at 1.0.
The project addresses these flaws by conducting research in three interrelated fields that seek to: (1) enhance our understanding of the implications of digital disruption for trade law and vice versa, including through a thorough analysis of all existing trade rules that matter for data, as it flows across borders and is regulated domestically; (2) boost our toolkits for tackling the tensions inherent to the data-driven economy by mapping and analyzing all available mechanisms for reconciling economic and non-economic objectives, with a strong focus on data protection but including also other values, such as freedom of speech, that may be important for national constituencies; and ultimately, (3) suggest design for trade law that can be sustainable in an environment of fluid technological change.",Tihomira Burri,University of Lucerne,Switzerland,-,101003216,ERC-2020-COG,Consolidator Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2020,44440,46265,1600975,https://cordis.europa.eu/project/id/101003216,University of Lucerne
Horizon 2020,EUROBORD,Bordering Europe: Boundary Formation and European Integration,"Integration crises and geopolitical shifts have put the borders of the European Union (EU) in the focus of attention and contestation. Current developments highlight how strongly European integration is affected by outside events and cross-border transactions. Yet theories of European integration focus almost exclusively on the internal boundaries between the member states. EUROBORD therefore develops and tests a novel ‘bordering theory’ aiming to explain how external boundary developments affect the trajectory of integration.

The bordering theory proposes an account of how ‘bordering’ – the making and configuration of the EU’s boundaries – affects ‘ordering’: the structure of politics and institutions in the EU. Specifically, it analyses how ‘debordering’ (the expansion, opening and incongruence of the EU’s boundaries) in the post-Cold War period has generated integration problems and political conflicts, which have triggered a process of ‘rebordering’ (retrenchment or closure) in turn. EUROBORD examines the conditions and mechanisms that lead to alternative configurations of the EU’s boundaries.

EUROBORD introduces innovative conceptual frameworks, automated data collection techniques and new datasets to map the changing configuration of EU borders and study their effects on (i) economic, cultural, political and military transactions across these boundaries, (ii) member state political performance, (iii) European party positions and conflict, and (iv) boundary policies and the trajectory of European integration. This comprehensive data allows EUROBORD to conduct the first systematic empirical study of the effects of external bordering in European integration, using a mix of panel analyses and case studies. EUROBORD will thereby generate a more complete and adequate understanding of the dynamics of European integration and provide insights on the political causes and effects of border design.",Frank Schimmelfennig,Swiss Federal Institute of Technology Zurich (ETH Zurich),Switzerland,-,101018300,ERC-2020-ADG,Advanced Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2020,44501,46326,2477206,https://cordis.europa.eu/project/id/101018300,ETH Zurich
Horizon 2020,JustCity,The Just City: The Ciceronian Conception of Justice and Its Reception in the Western Tradition,"One of the most innovative, and historically most influential, notions in the Western debate about justice is the political theory of Cicero (106-43 BCE). This project examines the ways a Ciceronian conception of justice came to be used in political argument at specific inflection points in the history of political thought. Ciceronian justice, responding to the breakdown of order, marked a significant departure from earlier Greek theories of justice. Cicero’s law-centered views on justice, both within and between states, were conceived against moral skepticism and shaped the later history of Western political thought in crucial ways.

Cicero’s contribution has been obscured by philological trends keen on crediting Cicero’s political and ethical thought to Greek predecessors, on the one hand, and by the recent historiography on republicanism on the other. Neither of these can answer satisfyingly why Cicero’s legalized conception of justice has impacted Western political theory so thoroughly. How and why did Cicero distinguish his notion of justice from his predecessors? How did his conception come to influence both theory and institutions of justice until the enlightenment and beyond?

The project challenges conventional views by focusing on crucial crossroads Cicero’s conception of justice faced from its inception in the late Roman Republic to early modern Europe. Bringing an innovative focus on the longue durée to the topic and bringing together methodological tools from intellectual history, ancient history and philosophy, and legal history, the project provides a deep historical perspective of Cicero’s conception of justice and its later reception. This reinterpretation of the intellectual history of justice in the West reevaluates the historical logic of Ciceronian justice, showing how and why this theory of justice came to play a crucial role in the European heritage by harnessing the reception of classical antiquity to long-term intellectual history.",Benjamin Straumann,University of Zurich,Switzerland,-,864309,ERC-2019-COG,Consolidator Grants,Social sciences & humanities (SH),"SH2 - Institutions, Governance & Legal Systems",2019,44105,45930,1775000,https://cordis.europa.eu/project/id/864309,University of Zurich
